861.626, 0, 0
870.786, 0.05, 0
665.608, 1, 0
909.868, 1.05, 0
727.283, 1, 0
804.836, 1.05, 0
715.070, 2, 0
879.946, 2.05, 0
723.009, 3, 0
911.089, 3.05, 0
689.423, 3, 0
900.708, 3.05, 0
724.230, 4, 0
828.651, 4.05, 0
805.447, 5, 0
885.442, 5.05, 0
790.180, 5, 1
837.811, 5.05, 1
757.205, 5, 2
797.508, 5.05, 2
716.902, 5, 3
799.951, 5.05, 3
739.496, 5, 4
829.873, 5.05, 4
772.471, 5, 5
827.430, 5.05, 5
